#
# Initial mass = 1.000, Z =  0.0028, Y =  0.250, M_mix = 0.00E+00
#
# Initial abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
 nd  60   0.707139 -0.742861 -0.025001 -0.019128 5.49089E-10
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.092433 -0.847567 -0.129707 -0.123834 1.38990E-10
 eu  63  -0.207857 -0.717857  0.000003  0.005876 7.03563E-11
 gd  64   0.332143 -0.717857  0.000003  0.005876 2.52436E-10
 tb  65  -0.397854 -0.717854  0.000006  0.005879 4.75070E-11
 dy  66   0.411488 -0.718512 -0.000653  0.005221 3.13155E-10
 ho  67  -0.247858 -0.717858  0.000002  0.005875 6.96403E-11
 er  68   0.194519 -0.725481 -0.007621 -0.001748 1.95581E-10
 tm  69  -0.597858 -0.717858  0.000001  0.005875 3.18623E-11
 yb  70   0.141113 -0.778887 -0.061027 -0.055154 1.78928E-10
 lu  71  -0.627858 -0.717858  0.000002  0.005875 3.07975E-11
 hf  72  -0.008569 -0.718569 -0.000709  0.005164 1.30757E-10
 ta  73  -0.837912 -0.717912 -0.000052  0.005821 1.96363E-11
  w  74  -0.068380 -0.718380 -0.000521  0.005353 1.17349E-10
 re  75  -0.457860 -0.717860  0.000000  0.005873 4.84791E-11
 os  76   0.632057 -0.717943 -0.000083  0.005790 6.09192E-10
 ir  77   0.602143 -0.717857  0.000003  0.005876 5.74585E-10
 pt  78   0.869803 -0.750197 -0.032337 -0.026464 1.08001E-09
 au  79   0.082144 -0.717856  0.000004  0.005877 1.77810E-10
 hg  80   0.420526 -0.749474 -0.031615 -0.025741 3.94688E-10
 tl  81   0.052142 -0.717858  0.000002  0.005875 1.72189E-10
 pb  82   1.322138 -0.717862 -0.000002  0.005871 3.25047E-09
 bi  83  -0.067855 -0.717855  0.000005  0.005878 1.33557E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
#[ls/Fe]_Thiswork =  -0.0008, [hs/Fe]_Thiswork =  -0.0011
#[hs/ls]_Thiswork =  -0.0003, [Pb/hs]_Thiswork =   0.0011
# Elemental abundance ratios: 
# He/H =  8.3646E-02, C/O =  5.5702E-01, N/O = 1.39919E-01
#
#
# During TP-AGB
#  TP   Mass     Mcore    Menv    log L
#  1 0.999978 0.539909 0.460069 3.243790
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.31144E-01
 he   2  10.971812  0.041812  0.759672  0.765545 2.72107E-01
  c   6   7.673933 -0.796067 -0.078207 -0.072334 4.11201E-04
  n   7   7.423044 -0.446956  0.270904  0.276777 2.69111E-04
  o   8   8.015586 -0.714414  0.003446  0.000000 1.20288E-03
  f   9   3.750055 -0.709945  0.007915  0.004469 7.75006E-08
 ne  10   7.264404 -0.705595  0.012264  0.008818 2.69072E-04
 na  11   5.632079 -0.677921  0.039939  0.036493 7.14760E-06
 mg  12   6.935002 -0.704998  0.012862  0.009416 1.51789E-04
 al  13   5.765186 -0.704813  0.013046  0.009600 1.13973E-05
 si  14   6.845020 -0.704980  0.012880  0.009434 1.42578E-04
  p  15   4.765020 -0.704980  0.012880  0.009434 1.30785E-06
  s  16   6.455018 -0.704982  0.012878  0.009432 6.63119E-05
 cl  17   4.525017 -0.704983  0.012877  0.009431 8.61415E-07
 ar  18   5.735012 -0.704988  0.012872  0.009426 1.57416E-05
  k  19   4.374381 -0.705619  0.012241  0.008795 6.71549E-07
 ca  20   5.585007 -0.704993  0.012867  0.009421 1.11803E-05
 sc  21   2.345017 -0.704983  0.012877  0.009431 7.21684E-09
 ti  22   4.205019 -0.704981  0.012878  0.009432 5.56669E-07
  v  23   3.253930 -0.706070  0.011790  0.008344 6.63054E-08
 cr  24   4.915728 -0.724272 -0.006413 -0.009859 3.10627E-06
 mn  25   4.775024 -0.704976  0.012884  0.009438 2.37377E-06
 fe  26   6.835017 -0.704983  0.000000  0.009431 2.77041E-04
 co  27   4.165016 -0.704984 -0.000001  0.009429 6.25053E-07
 ni  28   5.495021 -0.704979  0.000004  0.009435 1.33091E-05
 cu  29   3.545018 -0.704982  0.000001  0.009432 1.61677E-07
 zn  30   3.925023 -0.704977  0.000006  0.009437 3.99211E-07
 ga  31   2.375018 -0.704982  0.000001  0.009432 1.19932E-08
 ge  32   2.840643 -0.739357 -0.034374 -0.024943 3.65057E-08
 as  33   1.595016 -0.704984 -0.000002  0.009429 2.13878E-09
 se  34   2.591091 -0.748909 -0.043926 -0.034495 2.23378E-08
 br  35   1.835027 -0.704973  0.000010  0.009440 3.96403E-09
 kr  36   2.543446 -0.706554 -0.001572  0.007859 2.12433E-08
 rb  37   1.641434 -0.718566 -0.013583 -0.004153 2.71506E-09
 sr  38   2.176632 -0.703368  0.001615  0.011045 9.54503E-09
  y  39   1.465037 -0.704963  0.000020  0.009451 1.88153E-09
 zr  40   1.825019 -0.704981  0.000002  0.009433 4.42253E-09
 nb  41   0.705028 -0.704972  0.000010  0.009441 3.41675E-10
 mo  42   1.113835 -0.826165 -0.121182 -0.111751 9.04435E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 5.40684E-29
 ru  44   0.924071 -0.835929 -0.130946 -0.121515 6.15511E-10
 rh  45   0.355019 -0.704981  0.000001  0.009432 1.69045E-10
 pd  46   0.885834 -0.764166 -0.059183 -0.049753 5.93471E-10
 ag  47   0.495018 -0.704982  0.000001  0.009432 2.44598E-10
 cd  48   0.965297 -0.744703 -0.039721 -0.030290 7.52745E-10
 in  49   0.035977 -0.724023 -0.019040 -0.009609 9.04751E-11
 sn  50   1.302585 -0.767415 -0.062433 -0.053002 1.72828E-09
 sb  51   0.062487 -0.947513 -0.242531 -0.233100 1.01984E-10
 te  52   1.007646 -1.172354 -0.467372 -0.457941 9.41973E-10
  i  53   0.845013 -0.704987 -0.000005  0.009426 6.44214E-10
 xe  54   1.497936 -0.742064 -0.037081 -0.027650 2.99723E-09
 cs  55   0.375019 -0.704981  0.000002  0.009433 2.28614E-10
 ba  56   1.474119 -0.705881 -0.000898  0.008533 2.96768E-09
 la  57   0.464627 -0.705373 -0.000390  0.009041 2.93691E-10
 ce  58   0.873116 -0.706884 -0.001901  0.007530 7.58834E-10
 pr  59   0.055018 -0.704982  0.000001  0.009432 1.16010E-10
 nd  60   0.720016 -0.729985 -0.025002 -0.015571 5.49090E-10
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.105309 -0.834691 -0.129708 -0.120277 1.38990E-10
 eu  63  -0.194980 -0.704980  0.000003  0.009434 7.03564E-11
 gd  64   0.345020 -0.704980  0.000003  0.009434 2.52437E-10
 tb  65  -0.384976 -0.704976  0.000006  0.009437 4.75071E-11
 dy  66   0.424365 -0.705635 -0.000652  0.008779 3.13156E-10
 ho  67  -0.234981 -0.704981  0.000002  0.009433 6.96404E-11
 er  68   0.207397 -0.712604 -0.007621  0.001810 1.95581E-10
 tm  69  -0.584982 -0.704982  0.000001  0.009432 3.18623E-11
 yb  70   0.153991 -0.766009 -0.061027 -0.051596 1.78928E-10
 lu  71  -0.616667 -0.706667 -0.001684  0.007747 3.06783E-11
 hf  72   0.004713 -0.705287 -0.000304  0.009127 1.30879E-10
 ta  73  -0.825034 -0.705034 -0.000051  0.009380 1.96364E-11
  w  74  -0.055503 -0.705503 -0.000520  0.008911 1.17349E-10
 re  75  -0.481727 -0.741727 -0.036744 -0.027313 4.45462E-11
 os  76   0.647789 -0.702211  0.002772  0.012203 6.13211E-10
 ir  77   0.615021 -0.704979  0.000003  0.009434 5.74586E-10
 pt  78   0.882680 -0.737320 -0.032337 -0.022906 1.08002E-09
 au  79   0.095021 -0.704979  0.000004  0.009435 1.77810E-10
 hg  80   0.433403 -0.736597 -0.031614 -0.022183 3.94688E-10
 tl  81   0.065020 -0.704980  0.000002  0.009433 1.72190E-10
 pb  82   1.335015 -0.704985 -0.000002  0.009429 3.25048E-09
 bi  83  -0.054978 -0.704978  0.000004  0.009435 1.33558E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 5.46281E-25
#[ls/Fe]_Thiswork =   0.0005, [hs/Fe]_Thiswork =  -0.0011
#[hs/ls]_Thiswork =  -0.0016, [Pb/hs]_Thiswork =   0.0011
# Elemental abundance ratios: 
# He/H =  9.3716E-02, C/O =  4.5535E-01, N/O = 2.55540E-01
#
#  TP   Mass     Mcore    Menv    log L
#  2 0.999975 0.541977 0.457998 3.289130
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.30456E-01
 he   2  10.973307  0.043306  0.748289  0.757720 2.72788E-01
  c   6   7.671704 -0.798296 -0.093314 -0.083883 4.08711E-04
  n   7   7.431663 -0.438337  0.266645  0.276076 2.74247E-04
  o   8   8.015073 -0.714927 -0.009944  0.000000 1.20033E-03
  f   9   3.749083 -0.710917 -0.005935  0.004009 7.72545E-08
 ne  10   7.264701 -0.705299 -0.000316  0.009628 2.69002E-04
 na  11   5.637275 -0.672725  0.032258  0.042202 7.22683E-06
 mg  12   6.935407 -0.704593  0.000390  0.010334 1.51787E-04
 al  13   5.765661 -0.704339  0.000644  0.010588 1.13991E-05
 si  14   6.845428 -0.704572  0.000411  0.010355 1.42578E-04
  p  15   4.765429 -0.704571  0.000412  0.010355 1.30785E-06
  s  16   6.455427 -0.704573  0.000410  0.010354 6.63119E-05
 cl  17   4.525426 -0.704574  0.000409  0.010353 8.61415E-07
 ar  18   5.735421 -0.704579  0.000403  0.010347 1.57416E-05
  k  19   4.374790 -0.705210 -0.000227  0.009717 6.71549E-07
 ca  20   5.585415 -0.704585  0.000398  0.010342 1.11803E-05
 sc  21   2.345426 -0.704574  0.000408  0.010352 7.21684E-09
 ti  22   4.205427 -0.704573  0.000410  0.010354 5.56669E-07
  v  23   3.254339 -0.705661 -0.000678  0.009266 6.63054E-08
 cr  24   4.916136 -0.723864 -0.018881 -0.008937 3.10627E-06
 mn  25   4.775432 -0.704568  0.000415  0.010359 2.37377E-06
 fe  26   6.835426 -0.704574  0.000000  0.010353 2.77041E-04
 co  27   4.165424 -0.704576 -0.000001  0.010351 6.25053E-07
 ni  28   5.495430 -0.704570  0.000004  0.010356 1.33091E-05
 cu  29   3.545426 -0.704574  0.000000  0.010353 1.61677E-07
 zn  30   3.925431 -0.704569  0.000005  0.010358 3.99211E-07
 ga  31   2.375427 -0.704573  0.000001  0.010354 1.19932E-08
 ge  32   2.841052 -0.738948 -0.034374 -0.024021 3.65057E-08
 as  33   1.595424 -0.704576 -0.000002  0.010350 2.13878E-09
 se  34   2.591499 -0.748501 -0.043926 -0.033574 2.23378E-08
 br  35   1.835435 -0.704565  0.000009  0.010362 3.96403E-09
 kr  36   2.543854 -0.706146 -0.001572  0.008780 2.12433E-08
 rb  37   1.641842 -0.718158 -0.013584 -0.003231 2.71506E-09
 sr  38   2.177041 -0.702959  0.001615  0.011968 9.54504E-09
  y  39   1.465446 -0.704555  0.000020  0.010372 1.88153E-09
 zr  40   1.825428 -0.704572  0.000002  0.010355 4.42253E-09
 nb  41   0.705436 -0.704564  0.000010  0.010363 3.41675E-10
 mo  42   1.114244 -0.825757 -0.121182 -0.110830 9.04435E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 8.97325E-28
 ru  44   0.924479 -0.835521 -0.130946 -0.120594 6.15511E-10
 rh  45   0.355428 -0.704572  0.000002  0.010355 1.69045E-10
 pd  46   0.886243 -0.763757 -0.059183 -0.048830 5.93471E-10
 ag  47   0.495426 -0.704574  0.000000  0.010353 2.44598E-10
 cd  48   0.965706 -0.744294 -0.039720 -0.029367 7.52745E-10
 in  49   0.036386 -0.723614 -0.019040 -0.008688 9.04751E-11
 sn  50   1.302994 -0.767006 -0.062432 -0.052079 1.72828E-09
 sb  51   0.062895 -0.947105 -0.242531 -0.232178 1.01984E-10
 te  52   1.008054 -1.171946 -0.467372 -0.457020 9.41973E-10
  i  53   0.845421 -0.704579 -0.000005  0.010348 6.44214E-10
 xe  54   1.498344 -0.741656 -0.037081 -0.026729 2.99723E-09
 cs  55   0.375427 -0.704573  0.000001  0.010354 2.28614E-10
 ba  56   1.474527 -0.705473 -0.000899  0.009454 2.96768E-09
 la  57   0.465035 -0.704965 -0.000390  0.009962 2.93691E-10
 ce  58   0.873526 -0.706474 -0.001900  0.008452 7.58834E-10
 pr  59   0.055428 -0.704572  0.000002  0.010354 1.16010E-10
 nd  60   0.720424 -0.729576 -0.025002 -0.014650 5.49090E-10
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.105719 -0.834281 -0.129707 -0.119355 1.38990E-10
 eu  63  -0.194571 -0.704571  0.000004  0.010356 7.03564E-11
 gd  64   0.345428 -0.704571  0.000003  0.010355 2.52437E-10
 tb  65  -0.384568 -0.704568  0.000006  0.010359 4.75071E-11
 dy  66   0.424773 -0.705227 -0.000653  0.009700 3.13156E-10
 ho  67  -0.234572 -0.704572  0.000002  0.010354 6.96404E-11
 er  68   0.207805 -0.712195 -0.007621  0.002731 1.95581E-10
 tm  69  -0.584574 -0.704574  0.000000  0.010353 3.18623E-11
 yb  70   0.154399 -0.765601 -0.061027 -0.050674 1.78928E-10
 lu  71  -0.616259 -0.706259 -0.001685  0.008668 3.06783E-11
 hf  72   0.005121 -0.704879 -0.000305  0.010048 1.30879E-10
 ta  73  -0.824626 -0.704626 -0.000052  0.010301 1.96364E-11
  w  74  -0.055095 -0.705095 -0.000521  0.009832 1.17349E-10
 re  75  -0.481319 -0.741319 -0.036745 -0.026393 4.45462E-11
 os  76   0.648197 -0.701803  0.002771  0.013124 6.13211E-10
 ir  77   0.615429 -0.704571  0.000003  0.010356 5.74586E-10
 pt  78   0.883088 -0.736912 -0.032338 -0.021985 1.08002E-09
 au  79   0.095430 -0.704570  0.000004  0.010357 1.77810E-10
 hg  80   0.433811 -0.736189 -0.031615 -0.021262 3.94688E-10
 tl  81   0.065429 -0.704571  0.000003  0.010355 1.72190E-10
 pb  82   1.335424 -0.704576 -0.000001  0.010351 3.25048E-09
 bi  83  -0.054569 -0.704569  0.000005  0.010357 1.33558E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 5.52558E-25
#[ls/Fe]_Thiswork =   0.0005, [hs/Fe]_Thiswork =  -0.0011
#[hs/ls]_Thiswork =  -0.0016, [Pb/hs]_Thiswork =   0.0011
# Elemental abundance ratios: 
# He/H =  9.4039E-02, C/O =  4.5356E-01, N/O = 2.60969E-01
#
#  TP   Mass     Mcore    Menv    log L
#  3 0.999971 0.544967 0.455005 3.366830
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.30450E-01
 he   2  10.973321  0.043321  0.747895  0.758247 2.72795E-01
  c   6   7.671687 -0.798314 -0.093740 -0.083387 4.08692E-04
  n   7   7.431752 -0.438248  0.266326  0.276679 2.74301E-04
  o   8   8.015064 -0.714935 -0.010361  0.000000 1.20029E-03
  f   9   3.749067 -0.710933 -0.006359  0.004003 7.72512E-08
 ne  10   7.264703 -0.705297 -0.000722  0.009639 2.69001E-04
 na  11   5.637342 -0.672657  0.031917  0.042278 7.22788E-06
 mg  12   6.935410 -0.704589 -0.000015  0.010346 1.51787E-04
 al  13   5.765666 -0.704333  0.000241  0.010602 1.13991E-05
 si  14   6.845433 -0.704567  0.000007  0.010368 1.42578E-04
  p  15   4.765432 -0.704567  0.000007  0.010368 1.30785E-06
  s  16   6.455431 -0.704569  0.000005  0.010366 6.63119E-05
 cl  17   4.525430 -0.704570  0.000004  0.010365 8.61415E-07
 ar  18   5.735425 -0.704576 -0.000001  0.010360 1.57416E-05
  k  19   4.374794 -0.705206 -0.000632  0.009729 6.71549E-07
 ca  20   5.585420 -0.704580 -0.000006  0.010355 1.11803E-05
 sc  21   2.345430 -0.704570  0.000005  0.010366 7.21684E-09
 ti  22   4.205431 -0.704569  0.000005  0.010366 5.56669E-07
  v  23   3.254343 -0.705657 -0.001083  0.009278 6.63054E-08
 cr  24   4.916140 -0.723860 -0.019286 -0.008925 3.10627E-06
 mn  25   4.775436 -0.704564  0.000010  0.010372 2.37377E-06
 fe  26   6.835430 -0.704570  0.000000  0.010365 2.77041E-04
 co  27   4.165428 -0.704572 -0.000001  0.010364 6.25053E-07
 ni  28   5.495433 -0.704566  0.000004  0.010369 1.33091E-05
 cu  29   3.545430 -0.704570  0.000000  0.010365 1.61677E-07
 zn  30   3.925435 -0.704565  0.000005  0.010370 3.99211E-07
 ga  31   2.375431 -0.704569  0.000001  0.010366 1.19932E-08
 ge  32   2.841056 -0.738944 -0.034374 -0.024009 3.65057E-08
 as  33   1.595428 -0.704572 -0.000002  0.010363 2.13878E-09
 se  34   2.591503 -0.748497 -0.043926 -0.033561 2.23378E-08
 br  35   1.835439 -0.704561  0.000009  0.010374 3.96403E-09
 kr  36   2.543858 -0.706142 -0.001572  0.008793 2.12433E-08
 rb  37   1.641846 -0.718154 -0.013584 -0.003219 2.71506E-09
 sr  38   2.177045 -0.702955  0.001615  0.011980 9.54504E-09
  y  39   1.465450 -0.704550  0.000021  0.010386 1.88153E-09
 zr  40   1.825432 -0.704568  0.000002  0.010367 4.42253E-09
 nb  41   0.705441 -0.704559  0.000011  0.010376 3.41675E-10
 mo  42   1.114247 -0.825753 -0.121182 -0.110817 9.04435E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 5.63518E-28
 ru  44   0.924483 -0.835517 -0.130946 -0.120581 6.15511E-10
 rh  45   0.355432 -0.704568  0.000002  0.010367 1.69045E-10
 pd  46   0.886247 -0.763753 -0.059183 -0.048818 5.93471E-10
 ag  47   0.495430 -0.704570  0.000000  0.010365 2.44598E-10
 cd  48   0.965710 -0.744290 -0.039720 -0.029355 7.52745E-10
 in  49   0.036389 -0.723611 -0.019040 -0.008675 9.04751E-11
 sn  50   1.302998 -0.767002 -0.062432 -0.052067 1.72828E-09
 sb  51   0.062900 -0.947100 -0.242530 -0.232165 1.01984E-10
 te  52   1.008058 -1.171942 -0.467372 -0.457007 9.41973E-10
  i  53   0.845425 -0.704575 -0.000005  0.010360 6.44214E-10
 xe  54   1.498348 -0.741652 -0.037081 -0.026716 2.99723E-09
 cs  55   0.375431 -0.704569  0.000001  0.010366 2.28614E-10
 ba  56   1.474532 -0.705468 -0.000898  0.009467 2.96768E-09
 la  57   0.465039 -0.704961 -0.000390  0.009975 2.93691E-10
 ce  58   0.873529 -0.706471 -0.001900  0.008465 7.58834E-10
 pr  59   0.055431 -0.704569  0.000002  0.010367 1.16010E-10
 nd  60   0.720428 -0.729572 -0.025001 -0.014636 5.49090E-10
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.105722 -0.834278 -0.129707 -0.119342 1.38990E-10
 eu  63  -0.194567 -0.704567  0.000004  0.010369 7.03564E-11
 gd  64   0.345432 -0.704568  0.000003  0.010368 2.52437E-10
 tb  65  -0.384563 -0.704563  0.000007  0.010372 4.75071E-11
 dy  66   0.424777 -0.705223 -0.000653  0.009712 3.13156E-10
 ho  67  -0.234568 -0.704568  0.000003  0.010368 6.96404E-11
 er  68   0.207808 -0.712192 -0.007621  0.002744 1.95581E-10
 tm  69  -0.584569 -0.704569  0.000001  0.010366 3.18623E-11
 yb  70   0.154403 -0.765597 -0.061027 -0.050662 1.78928E-10
 lu  71  -0.616254 -0.706254 -0.001684  0.008681 3.06783E-11
 hf  72   0.005125 -0.704875 -0.000305  0.010060 1.30879E-10
 ta  73  -0.824622 -0.704622 -0.000052  0.010313 1.96364E-11
  w  74  -0.055091 -0.705091 -0.000521  0.009844 1.17349E-10
 re  75  -0.481316 -0.741316 -0.036745 -0.026380 4.45461E-11
 os  76   0.648201 -0.701799  0.002771  0.013136 6.13211E-10
 ir  77   0.615434 -0.704566  0.000004  0.010369 5.74586E-10
 pt  78   0.883092 -0.736908 -0.032338 -0.021973 1.08002E-09
 au  79   0.095434 -0.704566  0.000004  0.010369 1.77810E-10
 hg  80   0.433815 -0.736185 -0.031615 -0.021250 3.94688E-10
 tl  81   0.065433 -0.704567  0.000003  0.010368 1.72190E-10
 pb  82   1.335428 -0.704572 -0.000001  0.010364 3.25048E-09
 bi  83  -0.054565 -0.704565  0.000005  0.010370 1.33558E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 5.52581E-25
#[ls/Fe]_Thiswork =   0.0005, [hs/Fe]_Thiswork =  -0.0011
#[hs/ls]_Thiswork =  -0.0016, [Pb/hs]_Thiswork =   0.0011
# Elemental abundance ratios: 
# He/H =  9.4042E-02, C/O =  4.5355E-01, N/O = 2.61028E-01
#
#  TP   Mass     Mcore    Menv    log L
#  4 0.999964 0.549094 0.450870 3.437810
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.30455E-01
 he   2  10.973310  0.043310  0.747880  0.758245 2.72790E-01
  c   6   7.671705 -0.798295 -0.093725 -0.083360 4.08711E-04
  n   7   7.431709 -0.438291  0.266280  0.276645 2.74275E-04
  o   8   8.015062 -0.714937 -0.010367  0.000000 1.20029E-03
  f   9   3.749065 -0.710935 -0.006364  0.004003 7.72514E-08
 ne  10   7.264700 -0.705299 -0.000729  0.009638 2.69001E-04
 na  11   5.637333 -0.672667  0.031904  0.042271 7.22778E-06
 mg  12   6.935408 -0.704592 -0.000022  0.010345 1.51787E-04
 al  13   5.765663 -0.704337  0.000234  0.010601 1.13991E-05
 si  14   6.845429 -0.704571  0.000000  0.010366 1.42578E-04
  p  15   4.765429 -0.704570  0.000000  0.010367 1.30785E-06
  s  16   6.455428 -0.704572 -0.000002  0.010365 6.63119E-05
 cl  17   4.525427 -0.704573 -0.000003  0.010364 8.61415E-07
 ar  18   5.735422 -0.704578 -0.000008  0.010359 1.57416E-05
  k  19   4.374791 -0.705209 -0.000639  0.009728 6.71549E-07
 ca  20   5.585416 -0.704584 -0.000013  0.010354 1.11803E-05
 sc  21   2.345427 -0.704573 -0.000003  0.010364 7.21684E-09
 ti  22   4.205428 -0.704572 -0.000001  0.010365 5.56669E-07
  v  23   3.254340 -0.705660 -0.001090  0.009277 6.63054E-08
 cr  24   4.916137 -0.723863 -0.019293 -0.008926 3.10627E-06
 mn  25   4.775434 -0.704566  0.000004  0.010371 2.37377E-06
 fe  26   6.835427 -0.704573  0.000000  0.010364 2.77041E-04
 co  27   4.165425 -0.704575 -0.000001  0.010363 6.25053E-07
 ni  28   5.495430 -0.704569  0.000004  0.010368 1.33091E-05
 cu  29   3.545427 -0.704573  0.000000  0.010365 1.61677E-07
 zn  30   3.925432 -0.704568  0.000005  0.010369 3.99211E-07
 ga  31   2.375428 -0.704572  0.000001  0.010365 1.19932E-08
 ge  32   2.841053 -0.738947 -0.034374 -0.024010 3.65057E-08
 as  33   1.595425 -0.704575 -0.000002  0.010362 2.13878E-09
 se  34   2.591500 -0.748500 -0.043926 -0.033562 2.23378E-08
 br  35   1.835436 -0.704564  0.000009  0.010373 3.96403E-09
 kr  36   2.543855 -0.706145 -0.001572  0.008792 2.12433E-08
 rb  37   1.641843 -0.718157 -0.013584 -0.003220 2.71506E-09
 sr  38   2.177042 -0.702958  0.001615  0.011979 9.54504E-09
  y  39   1.465446 -0.704554  0.000020  0.010384 1.88153E-09
 zr  40   1.825429 -0.704571  0.000002  0.010366 4.42253E-09
 nb  41   0.705438 -0.704562  0.000011  0.010375 3.41675E-10
 mo  42   1.114244 -0.825756 -0.121182 -0.110818 9.04435E-10
 tc  43   0.000000 -9.000000  0.000000  0.000000 3.15215E-28
