#
# Initial mass = 2.000, Z =  0.0100, Y =  0.270, M_mix = 2.00E-03
#
# Initial abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  11.996984 -0.003016  0.000000  0.000000 7.25647E-01
 he   2  10.988121  0.058121  0.206966  0.212840 2.70161E-01
  c   6   8.321148 -0.148852 -0.000007  0.005867 1.81102E-03
  n   7   7.721159 -0.148841  0.000004  0.005878 5.30519E-04
  o   8   8.575280 -0.154719 -0.005874  0.000000 4.33083E-03
  f   9   4.311148 -0.148852 -0.000006  0.005867 2.79933E-07
 ne  10   7.821153 -0.148847 -0.000001  0.005872 9.62214E-04
 na  11   6.161168 -0.148832  0.000014  0.005888 2.39831E-05
 mg  12   7.491151 -0.148849 -0.000003  0.005870 5.42056E-04
 al  13   6.321157 -0.148843  0.000003  0.005877 4.06845E-05
 si  14   7.401157 -0.148843  0.000003  0.005877 5.09149E-04
  p  15   5.321157 -0.148843  0.000003  0.005877 4.67037E-06
  s  16   7.011156 -0.148844  0.000001  0.005875 2.36801E-04
 cl  17   5.081154 -0.148846  0.000000  0.005874 3.07613E-06
 ar  18   6.291149 -0.148851 -0.000005  0.005868 5.62136E-05
  k  19   4.930582 -0.149418 -0.000573  0.005301 2.39847E-06
 ca  20   6.141140 -0.148860 -0.000014  0.005860 3.99250E-05
 sc  21   2.901155 -0.148845  0.000000  0.005874 2.57715E-08
 ti  22   4.761156 -0.148844  0.000002  0.005876 1.98788E-06
  v  23   3.811155 -0.148845  0.000001  0.005875 2.36778E-07
 cr  24   5.491158 -0.148842  0.000003  0.005877 1.10926E-05
 mn  25   5.331161 -0.148839  0.000007  0.005880 8.47679E-06
 fe  26   7.391154 -0.148846  0.000000  0.005874 9.89319E-04
 co  27   4.721153 -0.148847 -0.000001  0.005873 2.23208E-06
 ni  28   6.051158 -0.148841  0.000004  0.005878 4.75272E-05
 cu  29   4.101155 -0.148845  0.000001  0.005875 5.77353E-07
 zn  30   4.481160 -0.148840  0.000006  0.005879 1.42559E-06
 ga  31   2.931156 -0.148844  0.000002  0.005876 4.28282E-08
 ge  32   3.431155 -0.148845  0.000001  0.005875 1.30363E-07
 as  33   2.151153 -0.148847 -0.000002  0.005872 7.63765E-09
 se  34   3.191157 -0.148843  0.000003  0.005877 7.97688E-08
 br  35   2.391164 -0.148836  0.000010  0.005883 1.41556E-08
 kr  36   3.101157 -0.148843  0.000003  0.005877 7.58602E-08
 rb  37   2.211167 -0.148833  0.000013  0.005887 1.00039E-08
 sr  38   2.731153 -0.148847 -0.000001  0.005873 3.37694E-08
  y  39   2.021174 -0.148826  0.000020  0.005894 6.71898E-09
 zr  40   2.381157 -0.148843  0.000003  0.005876 1.57929E-08
 nb  41   1.261165 -0.148835  0.000010  0.005884 1.22013E-09
 mo  42   1.791158 -0.148842  0.000003  0.005877 3.22976E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 ru  44   1.611155 -0.148845  0.000000  0.005874 2.19800E-09
 rh  45   0.911157 -0.148843  0.000002  0.005876 6.03663E-10
 pd  46   1.501156 -0.148844  0.000002  0.005875 2.11930E-09
 ag  47   1.051155 -0.148845  0.000001  0.005874 8.73464E-10
 cd  48   1.561154 -0.148846  0.000000  0.005874 2.68807E-09
 in  49   0.611157 -0.148843  0.000003  0.005877 3.23089E-10
 sn  50   1.916789 -0.153211 -0.004365  0.001508 6.17173E-09
 sb  51   0.861154 -0.148846 -0.000001  0.005873 3.64188E-10
 te  52   2.031156 -0.148844  0.000001  0.005875 3.36381E-09
  i  53   1.401150 -0.148850 -0.000005  0.005869 2.30050E-09
 xe  54   2.091155 -0.148845  0.000001  0.005874 1.07032E-08
 cs  55   0.931156 -0.148844  0.000002  0.005875 8.16384E-10
 ba  56   2.031157 -0.148844  0.000002  0.005876 1.05977E-08
 la  57   1.021159 -0.148841  0.000005  0.005879 1.04878E-09
 ce  58   1.431151 -0.148849 -0.000003  0.005871 2.70981E-09
 pr  59   0.611156 -0.148844  0.000002  0.005876 4.14276E-10
 nd  60   1.301162 -0.148838  0.000007  0.005881 1.96081E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.791158 -0.148842  0.000003  0.005877 4.96337E-10
 eu  63   0.361157 -0.148843  0.000003  0.005877 2.51244E-10
 gd  64   0.901157 -0.148843  0.000003  0.005877 9.01458E-10
 tb  65   0.171161 -0.148839  0.000006  0.005880 1.69649E-10
 dy  66   0.981158 -0.148842  0.000004  0.005878 1.11829E-09
 ho  67   0.321157 -0.148843  0.000002  0.005876 2.48688E-10
 er  68   0.771156 -0.148844  0.000002  0.005876 6.98426E-10
 tm  69  -0.028845 -0.148845  0.000001  0.005875 1.13781E-10
 yb  70   0.771201 -0.148799  0.000047  0.005920 6.38957E-10
 lu  71  -0.058845 -0.148845  0.000001  0.005875 1.09979E-10
 hf  72   0.561151 -0.148849 -0.000004  0.005870 4.66936E-10
 ta  73  -0.268846 -0.148846  0.000000  0.005874 7.01220E-11
  w  74   0.500687 -0.149313 -0.000468  0.005406 4.19056E-10
 re  75   0.111155 -0.148845  0.000000  0.005874 1.73120E-10
 os  76   1.201158 -0.148842  0.000003  0.005877 2.17544E-09
 ir  77   1.171158 -0.148842  0.000003  0.005877 2.05186E-09
 pt  78   1.471161 -0.148839  0.000007  0.005880 3.85676E-09
 au  79   0.651159 -0.148841  0.000005  0.005879 6.34965E-10
 hg  80   1.021151 -0.148849 -0.000004  0.005870 1.40944E-09
 tl  81   0.621157 -0.148843  0.000002  0.005876 6.14893E-10
 pb  82   1.891152 -0.148848 -0.000002  0.005872 1.16075E-08
 bi  83   0.501160 -0.148840  0.000005  0.005879 4.76938E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
#[ls/Fe]_Thiswork =   0.0000, [hs/Fe]_Thiswork =   0.0000
#[hs/ls]_Thiswork =  -0.0000, [Pb/hs]_Thiswork =  -0.0000
# Elemental abundance ratios: 
# He/H =  9.3750E-02, C/O =  5.5702E-01, N/O = 1.39919E-01
#
#
# During TP-AGB
#  TP   Mass     Mcore    Menv    log L
#  1 1.951557 0.545485 1.406071 3.322527
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.14050E-01
 he   2  10.997041  0.067040  0.215886  0.221760 2.81640E-01
  c   6   8.125847 -0.344153 -0.195308 -0.189434 1.13683E-03
  n   7   8.124358  0.254358  0.403204  0.409078 1.32121E-03
  o   8   8.581815 -0.148185  0.000661  0.000000 4.32689E-03
  f   9   4.310667 -0.149333 -0.000487 -0.001148 2.75196E-07
 ne  10   7.825882 -0.144118  0.004728  0.004067 9.57350E-04
 na  11   6.260919 -0.049081  0.099765  0.099104 2.96979E-05
 mg  12   7.498148 -0.141851  0.006994  0.006333 5.42140E-04
 al  13   6.328154 -0.141846  0.007000  0.006339 4.06908E-05
 si  14   7.408154 -0.141846  0.007000  0.006339 5.09228E-04
  p  15   5.328154 -0.141846  0.007000  0.006339 4.67110E-06
  s  16   7.018153 -0.141847  0.006999  0.006338 2.36838E-04
 cl  17   5.088152 -0.141848  0.006998  0.006337 3.07661E-06
 ar  18   6.298146 -0.141854  0.006992  0.006331 5.62224E-05
  k  19   4.937549 -0.142451  0.006395  0.005734 2.39868E-06
 ca  20   6.148139 -0.141860  0.006985  0.006324 3.99313E-05
 sc  21   2.908152 -0.141848  0.006997  0.006336 2.57755E-08
 ti  22   4.768153 -0.141847  0.006999  0.006338 1.98819E-06
  v  23   3.818152 -0.141848  0.006998  0.006337 2.37408E-07
 cr  24   5.498155 -0.141845  0.007000  0.006340 1.15982E-05
 mn  25   5.338159 -0.141841  0.007004  0.006343 8.47811E-06
