[El/Fe]      Z            FDU          TDU_1        TDU_2        TDU_3        TDU_4        TDU_5        TDU_6        TDU_7        TDU_8        TDU_9        
Y            39           0.00000E+00  1.45E-02     2.01E-01     4.39E-01     6.40E-01     7.94E-01     9.07E-01     9.94E-01     1.07E+00     1.11E+00     
Zr           40           0.00000E+00  0.00000E+00  1.97E-01     4.51E-01     6.63E-01     8.21E-01     9.34E-01     1.02E+00     1.09E+00     1.13E+00     
Nb           41           0.00000E+00  0.00000E+00  1.24E-02     5.41E-02     1.26E-01     2.12E-01     2.98E-01     3.77E-01     4.48E-01     5.08E-01     
Mo           42           0.00000E+00  0.00000E+00  1.11E-01     3.12E-01     5.05E-01     6.55E-01     7.64E-01     8.48E-01     9.15E-01     9.55E-01     
Tc           43           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           
Ru           44           0.00000E+00  0.00000E+00  8.33E-02     2.48E-01     4.19E-01     5.58E-01     6.62E-01     7.43E-01     8.09E-01     8.49E-01     
Rh           45           0.00000E+00  0.00000E+00  4.17E-02     1.35E-01     2.45E-01     3.44E-01     4.23E-01     4.87E-01     5.41E-01     5.73E-01     
Pd           46           0.00000E+00  0.00000E+00  1.31E-01     3.53E-01     5.55E-01     7.09E-01     8.19E-01     9.02E-01     9.70E-01     1.01E+00     
Ag           47           0.00000E+00  0.00000E+00  3.97E-02     1.27E-01     2.31E-01     3.24E-01     4.00E-01     4.61E-01     5.13E-01     5.44E-01     
Cd           48           0.00000E+00  0.00000E+00  1.70E-01     4.21E-01     6.36E-01     7.96E-01     9.10E-01     9.96E-01     1.07E+00     1.11E+00     
In           49           0.00000E+00  0.00000E+00  1.14E-01     3.08E-01     4.91E-01     6.34E-01     7.39E-01     8.19E-01     8.85E-01     9.24E-01     
Sn           50           0.00000E+00  0.00000E+00  1.88E-01     4.57E-01     6.79E-01     8.41E-01     9.55E-01     1.04E+00     1.11E+00     1.15E+00     
Sb           51           0.00000E+00  0.00000E+00  9.18E-02     2.38E-01     3.84E-01     5.05E-01     5.97E-01     6.70E-01     7.31E-01     7.67E-01     
Te           52           0.00000E+00  0.00000E+00  6.23E-02     1.96E-01     3.40E-01     4.60E-01     5.49E-01     6.18E-01     6.74E-01     7.06E-01     
I            53           0.00000E+00  0.00000E+00  1.84E-02     6.49E-02     1.26E-01     1.87E-01     2.38E-01     2.80E-01     3.17E-01     3.40E-01     
Xe           54           0.00000E+00  0.00000E+00  6.88E-02     2.08E-01     3.54E-01     4.75E-01     5.66E-01     6.36E-01     6.92E-01     7.26E-01     
Cs           55           0.00000E+00  0.00000E+00  1.37E-01     2.83E-01     4.21E-01     5.39E-01     6.32E-01     7.07E-01     7.71E-01     8.09E-01     
Ba           56           0.00000E+00  0.00000E+00  2.78E-01     6.49E-01     9.16E-01     1.09E+00     1.21E+00     1.30E+00     1.36E+00     1.40E+00     
La           57           0.00000E+00  0.00000E+00  2.54E-01     6.21E-01     8.88E-01     1.07E+00     1.18E+00     1.26E+00     1.32E+00     1.36E+00     
Ce           58           0.00000E+00  0.00000E+00  2.26E-01     5.87E-01     8.54E-01     1.03E+00     1.15E+00     1.23E+00     1.29E+00     1.32E+00     
Pr           59           0.00000E+00  0.00000E+00  1.58E-01     4.12E-01     6.31E-01     7.91E-01     9.01E-01     9.79E-01     1.04E+00     1.07E+00     
Nd           60           0.00000E+00  0.00000E+00  1.51E-01     4.47E-01     6.90E-01     8.58E-01     9.68E-01     1.05E+00     1.10E+00     1.13E+00     
Pm           61           \N           \N           \N           \N           \N           \N           \N           \N           \N           \N           
Sm           62           0.00000E+00  0.00000E+00  7.86E-02     2.75E-01     4.67E-01     6.12E-01     7.13E-01     7.83E-01     8.36E-01     8.64E-01     
Eu           63           0.00000E+00  0.00000E+00  1.44E-02     5.99E-02     1.22E-01     1.83E-01     2.32E-01     2.71E-01     3.02E-01     3.20E-01     
Gd           64           0.00000E+00  0.00000E+00  4.27E-02     1.62E-01     2.94E-01     4.01E-01     4.77E-01     5.33E-01     5.76E-01     5.99E-01     
Tb           65           0.00000E+00  0.00000E+00  2.18E-02     9.60E-02     1.91E-01     2.75E-01     3.37E-01     3.84E-01     4.19E-01     4.39E-01     
Dy           66           0.00000E+00  0.00000E+00  3.85E-02     1.63E-01     3.03E-01     4.17E-01     4.97E-01     5.54E-01     5.97E-01     6.20E-01     
Ho           67           0.00000E+00  0.00000E+00  1.64E-02     7.78E-02     1.61E-01     2.37E-01     2.96E-01     3.40E-01     3.74E-01     3.92E-01     
Er           68           0.00000E+00  0.00000E+00  3.89E-02     1.63E-01     3.08E-01     4.28E-01     5.14E-01     5.75E-01     6.20E-01     6.45E-01     
Tm           69           0.00000E+00  0.00000E+00  2.64E-02     1.32E-01     2.67E-01     3.85E-01     4.71E-01     5.33E-01     5.79E-01     6.04E-01     
Yb           70           0.00000E+00  0.00000E+00  8.91E-02     3.07E-01     5.14E-01     6.66E-01     7.71E-01     8.43E-01     8.97E-01     9.26E-01     
Lu           71           0.00000E+00  0.00000E+00  4.45E-02     1.86E-01     3.45E-01     4.74E-01     5.66E-01     6.32E-01     6.82E-01     7.09E-01     
Hf           72           0.00000E+00  0.00000E+00  1.22E-01     3.78E-01     6.05E-01     7.67E-01     8.76E-01     9.51E-01     1.01E+00     1.04E+00     
Ta           73           0.00000E+00  0.00000E+00  8.71E-02     3.06E-01     5.20E-01     6.79E-01     7.88E-01     8.64E-01     9.20E-01     9.51E-01     
W            74           0.00000E+00  0.00000E+00  1.15E-01     3.82E-01     6.14E-01     7.79E-01     8.89E-01     9.65E-01     1.02E+00     1.05E+00     
Re           75           -6.14E-02    -6.25E-02    -2.27E-02    7.58E-02     2.02E-01     3.16E-01     4.03E-01     4.69E-01     5.21E-01     5.50E-01     
Os           76           0.00000E+00  0.00000E+00  2.16E-02     8.66E-02     1.72E-01     2.50E-01     3.10E-01     3.55E-01     3.89E-01     4.07E-01     
Ir           77           0.00000E+00  0.00000E+00  0.00000E+00  1.31E-02     3.04E-02     4.87E-02     6.44E-02     7.70E-02     8.71E-02     9.27E-02     
Pt           78           0.00000E+00  0.00000E+00  1.07E-02     5.60E-02     1.20E-01     1.81E-01     2.30E-01     2.67E-01     2.96E-01     3.12E-01     
Au           79           0.00000E+00  0.00000E+00  0.00000E+00  4.32E-02     9.64E-02     1.51E-01     1.97E-01     2.32E-01     2.61E-01     2.77E-01     
Hg           80           0.00000E+00  0.00000E+00  7.63E-02     2.96E-01     5.09E-01     6.67E-01     7.74E-01     8.49E-01     9.04E-01     9.34E-01     
Tl           81           0.00000E+00  0.00000E+00  8.78E-02     3.55E-01     6.01E-01     7.77E-01     8.93E-01     9.72E-01     1.03E+00     1.06E+00     
Pb           82           0.00000E+00  0.00000E+00  2.29E-02     1.67E-01     3.69E-01     5.43E-01     6.68E-01     7.57E-01     8.22E-01     8.57E-01     
Bi           83           0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  3.08E-02     6.28E-02     9.60E-02     1.26E-01     1.53E-01     1.69E-01     
